instruction,type,frequencyin1,instruction,8972
vector_integer_yankdup,instruction,22
char_yank,instruction,22
char_flush,instruction,21
\u,literal,20
float_swap,instruction,20
vector_string_pushall,instruction,20
float_dup,instruction,19
vector_float_dup,instruction,19
vector_string_empty,instruction,18
print_boolean,instruction,17
vector_integer_shove,instruction,16
\i,literal,16
vector_integer_occurrencesof,instruction,16
vector_integer_rot,instruction,15
vector_integer_butlast,instruction,14
string_nth,instruction,14
vector_integer_last,instruction,14
false,literal,14
5,literal,14
vector_string_stackdepth,instruction,13
float_yank,instruction,11
tag_exec_39,instruction,10
vector_string_dup,instruction,10
tagged_883,instruction,10
vector_float_dup_items,instruction,10
vector_string_occurrencesof,instruction,9
float_yankdup,instruction,9
vector_integer_flush,instruction,9
float_dup_items,instruction,9
vector_string_first,instruction,9
vector_float_swap,instruction,9
tag_integer_375,instruction,8
vector_float_replace,instruction,8
vector_string_subvec,instruction,8
vector_string_butlast,instruction,8
-926,literal,8
vector_string_last,instruction,8
float_sub,instruction,8
float_min,instruction,8
vector_string_set,instruction,8
float_inc,instruction,8
961,literal,7
478,literal,7
exec_k,instruction,7
tagged_223,instruction,7
-851,literal,7
vector_string_dup_items,instruction,7
vector_string_length,instruction,7
\`,literal,6
print_vector_string,instruction,6
vector_float_butlast,instruction,6
vector_string_yank,instruction,6
vector_integer_remove,instruction,6
string_setchar,instruction,6
float_shove,instruction,6
float_pop,instruction,6
vector_float_yank,instruction,6
print_exec,instruction,6
10,literal,6
\@,literal,5
vector_string_replacefirst,instruction,5
vector_string_eq,instruction,5
-76,literal,5
vector_float_reverse,instruction,5
\*,literal,5
vector_string_remove,instruction,5
tagged_611,instruction,5
true,literal,5
tagged_771,instruction,5
tagged_230,instruction,5
-96,literal,5
tag_integer_647,instruction,5
float_mult,instruction,5
tag_char_682,instruction,5
float_dup_times,instruction,5
tag_char_603,instruction,5
tagged_422,instruction,5
tag_boolean_10,instruction,4
vector_string_dup_times,instruction,4
vector_float_indexof,instruction,4
vector_float_rest,instruction,4
vector_float_subvec,instruction,4
vector_string_rest,instruction,4
vector_string_take,instruction,4
tag_char_205,instruction,4
vector_float_replacefirst,instruction,4
3,literal,4
vector_string_conj,instruction,4
vector_string_emptyvector,instruction,4
vector_integer_first,instruction,4
float_flush,instruction,4
42,literal,4
-2018,literal,3
vector_float_yankdup,instruction,3
vector_float_last,instruction,3
-2010,literal,3
-55,literal,3
58,literal,3
-1991,literal,3
tagged_583,instruction,3
1981,literal,3
vector_string_flush,instruction,3
tagged_434,instruction,3
5985,literal,3
vector_integer_replace,instruction,3
vector_float_remove,instruction,3
tagged_693,instruction,3
tag_boolean_565,instruction,3
vector_string_yankdup,instruction,3
-2020,literal,3
40,literal,3
tagged_939,instruction,3
9899,literal,3
-1974,literal,3
tag_exec_887,instruction,3
vector_integer_replacefirst,instruction,3
tagged_352,instruction,3
tagged_898,instruction,3
5996,literal,3
tag_exec_204,instruction,3
5142,literal,3
43,literal,3
vector_string_pop,instruction,3
-3970,literal,3
tagged_16,instruction,3
1162,literal,3
tagged_213,instruction,3
76,literal,3
tag_char_115,instruction,3
19,literal,3
200,literal,3
-8669,literal,3
26,literal,3
"x*edu-aq60_i",literal,3
vector_float_flush,instruction,3
3489,literal,3
-4029,literal,3
-1564,literal,3
tag_exec_695,instruction,3
960,literal,3
49,literal,3
tag_string_166,instruction,2
-12,literal,2
tagged_804,instruction,2
\c,literal,2
tag_vector_string_408,instruction,2
\d,literal,2
" + ;i{R0\\+p ",literal,2
tag_exec_343,instruction,2
tag_integer_632,instruction,2
"$,ue3xeh3j|8e^6gf8",literal,2
77,literal,2
95,literal,2
92,literal,2
tag_string_195,instruction,2
float_mod,instruction,2
\),literal,2
-92,literal,2
21,literal,2
tag_exec_324,instruction,2
tagged_141,instruction,2
tagged_834,instruction,2
"YebHh2O 2)K  ]*_  ",literal,2
\L,literal,2
vector_float_pop,instruction,2
"s!\"=ou.?u! z42`1]7o",literal,2
tag_char_776,instruction,2
float_max,instruction,2
tag_string_474,instruction,2
-23,literal,2
tagged_188,instruction,2
vector_float_conj,instruction,2
tagged_401,instruction,2
-198,literal,2
vector_string_swap,instruction,2
tag_exec_615,instruction,2
".f^oo6|yo0*yw`",literal,2
tag_float_213,instruction,2
\q,literal,2
-31,literal,2
tagged_668,instruction,2
tag_exec_473,instruction,2
tagged_557,instruction,2
tagged_24,instruction,2
vector_float_nth,instruction,2
tag_char_857,instruction,2
vector_string_indexof,instruction,2
47,literal,2
float_dec,instruction,2
"X  +~+)",literal,2
vector_float_rot,instruction,2
vector_string_replace,instruction,2
tagged_220,instruction,2
tagged_381,instruction,2
vector_string_nth,instruction,2
tagged_369,instruction,2
tag_float_628,instruction,2
-3991,literal,2
tagged_197,instruction,2
tag_float_120,instruction,2
vector_float_concat,instruction,2
float_rot,instruction,2
vector_string_contains,instruction,2
\},literal,2
" #ce~hk&o$\\mie 2eg",literal,2
tag_exec_45,instruction,2
71,literal,2
vector_float_take,instruction,2
tagged_175,instruction,2
tagged_946,instruction,2
tag_exec_998,instruction,2
tagged_545,instruction,1
" X ",literal,1
tagged_243,instruction,1
tagged_856,instruction,1
tagged_598,instruction,1
100,literal,1
tagged_791,instruction,1
-26,literal,1
tag_string_680,instruction,1
"  DbMka'vA  eO fm",literal,1
tag_char_95,instruction,1
tag_exec_258,instruction,1
tagged_433,instruction,1
tag_string_622,instruction,1
63,literal,1
