frequency,type,instruction
62,instruction,string_indexofchar
62,instruction,boolean_invert_first_then_and
61,instruction,string_substring
61,instruction,char_yankdup
60,instruction,boolean_yankdup
57,instruction,vector_integer_swap
55,instruction,vector_integer_rest
54,instruction,boolean_dup
51,instruction,char_rot
51,instruction,exec_y_when_autoconstructing
47,instruction,boolean_eq
47,instruction,string_rest
47,instruction,boolean_invert_second_then_and
46,instruction,integer_eq
45,instruction,vector_integer_dup_times
44,instruction,string_replacefirst
43,instruction,string_dup_items
42,instruction,vector_integer_empty
40,instruction,char_isdigit
39,literal,1
39,instruction,string_rot
38,literal,e
38,instruction,boolean_shove
38,instruction,string_last
37,instruction,string_flush
37,instruction,boolean_xor
37,instruction,vector_integer_indexof
37,literal,y
36,instruction,string_swap
35,instruction,boolean_rot
35,instruction,exec_k_when_autoconstructing
34,instruction,boolean_swap
34,literal,	
34,literal,-477
33,instruction,boolean_pop
33,literal,a
33,literal,&
33,literal,J
33,literal,-
33,literal,M
33,instruction,exec_noop
33,literal,Z
32,instruction,vector_integer_yankdup
32,instruction,vector_integer_dup_items
32,instruction,vector_integer_concat
31,instruction,vector_integer_shove
31,instruction,boolean_yank
31,instruction,exec_s_when_autoconstructing
31,instruction,string_replace
29,instruction,vector_float_stackdepth
27,literal,o
26,instruction,tagged_879
26,instruction,tagged_968
26,instruction,tag_integer_696
26,instruction,tagged_358
26,instruction,tagged_694
26,instruction,tagged_437
26,instruction,tag_integer_847
26,instruction,tagged_148
26,instruction,tag_integer_663
26,instruction,tag_integer_129
26,instruction,tagged_869
25,instruction,char_pop
23,instruction,char_shove
22,instruction,vector_integer_occurrencesof
22,instruction,vector_integer_last
21,instruction,vector_integer_rot
21,instruction,char_flush
20,instruction,char_swap
20,literal,u
20,instruction,float_swap
20,instruction,vector_string_pushall
19,instruction,float_dup
19,instruction,vector_float_dup
18,instruction,integer_fromstring
18,instruction,vector_string_empty
16,instruction,vector_integer_butlast
16,literal,i
15,instruction,char_yank
14,instruction,print_boolean
14,instruction,string_nth
14,literal,false
13,instruction,vector_string_stackdepth
11,instruction,float_yank
10,instruction,tag_exec_39
10,instruction,vector_string_dup
10,instruction,tagged_883
10,instruction,vector_float_dup_items
10,instruction,vector_integer_flush
10,instruction,vector_integer_remove
10,literal,5
9,instruction,exec_k
9,instruction,vector_string_occurrencesof
9,instruction,float_yankdup
9,instruction,float_dup_items
9,instruction,vector_string_first
9,instruction,vector_float_swap
8,instruction,tag_integer_375
8,instruction,vector_float_replace
8,instruction,vector_string_subvec
8,instruction,vector_string_butlast
8,literal,-926
8,instruction,vector_string_last
8,instruction,float_sub
8,instruction,float_min
8,instruction,vector_string_set
8,instruction,float_inc
7,literal,961
7,literal,478
7,instruction,vector_integer_subvec
7,instruction,tagged_223
7,literal,-851
7,instruction,vector_integer_pop
7,instruction,vector_string_dup_items
7,instruction,vector_string_length
6,literal,`
6,instruction,print_vector_string
6,instruction,vector_float_butlast
6,instruction,vector_string_yank
6,instruction,float_shove
6,instruction,float_pop
6,instruction,vector_float_yank
6,instruction,vector_integer_first
5,literal,@
5,instruction,vector_string_replacefirst
5,instruction,vector_string_eq
5,literal,-76
5,instruction,vector_integer_yank
5,instruction,vector_float_reverse
5,literal,*
5,instruction,vector_string_remove
5,instruction,tagged_611
5,literal,true
5,instruction,tagged_771
5,instruction,tagged_230
5,literal,-96
5,instruction,tag_integer_647
5,instruction,float_mult
5,instruction,tag_char_682
5,instruction,float_dup_times
5,instruction,tag_char_603
5,instruction,tagged_422
4,instruction,tag_boolean_10
4,instruction,vector_string_dup_times
4,instruction,vector_integer_emptyvector
4,instruction,vector_float_indexof
4,instruction,vector_float_rest
4,instruction,vector_float_subvec
4,instruction,vector_string_rest
4,instruction,vector_string_take
4,instruction,vector_float_replacefirst
4,instruction,vector_string_conj
4,instruction,vector_string_emptyvector
4,instruction,float_flush
4,literal,42
3,literal,-2018
3,instruction,vector_float_yankdup
3,instruction,vector_float_last
3,literal,-2010
3,literal,-55
3,literal,58
3,literal,-1991
3,literal,1981
3,instruction,vector_string_flush
3,instruction,tagged_434
3,literal,5985
3,instruction,vector_float_remove
3,instruction,tagged_693
3,instruction,tag_boolean_565
3,instruction,vector_string_yankdup
3,literal,-2020
3,literal,40
3,instruction,tagged_939
3,instruction,vector_integer_contains
3,literal,9899
3,literal,-1974
3,instruction,tag_exec_887
3,instruction,tagged_352
3,instruction,tagged_898
3,literal,5996
3,instruction,tag_exec_204
3,literal,5142
3,literal,43
3,instruction,vector_string_pop
3,literal,-3970
3,instruction,string_setchar
3,instruction,tagged_16
3,literal,1162
3,instruction,tagged_213
3,literal,76
3,literal,19
3,literal,200
3,literal,-8669
3,literal,26
3,literal,x*edu-aq60_i
3,instruction,vector_float_flush
3,literal,3489
3,instruction,print_exec
3,literal,-4029
3,literal,-1564
3,instruction,tag_exec_695
3,literal,960
3,literal,49
2,instruction,tag_integer_430
2,instruction,tag_string_166
2,literal,-12
2,instruction,tagged_804
2,literal,c
2,instruction,tag_vector_string_408
2,literal,d
2,literal, + ;i{R0\+p 
2,instruction,tag_exec_343
2,instruction,tag_integer_632
2,literal,$ue3xeh3j|8e^6gf8
2,literal,77
2,literal,95
2,literal,92
2,instruction,tag_string_195
2,instruction,float_mod
2,literal,)
2,literal,-92
2,literal,21
2,instruction,tag_exec_324
2,instruction,tagged_141
2,instruction,tagged_834
2,literal,YebHh2O 2)K  ]*_  
2,instruction,tag_integer_781
2,literal,L
2,instruction,vector_float_pop
2,literal,s!=ou.?u! z42`1]7o
2,instruction,tag_char_776
2,instruction,float_max
2,instruction,tag_string_474
2,literal,-23
2,instruction,tagged_188
2,instruction,vector_float_conj
2,instruction,tagged_401
2,literal,-198
2,instruction,tagged_135
2,instruction,vector_string_swap
2,instruction,tag_exec_615
2,instruction,tag_integer_842
2,literal,.f^oo6|yo0*yw`
2,instruction,tag_float_213
2,literal,q
2,literal,-31
2,instruction,tagged_668
2,instruction,tag_exec_473
2,instruction,tagged_557
2,instruction,tagged_24
2,instruction,vector_float_nth
2,instruction,tag_char_857
2,instruction,vector_string_indexof
2,literal,47
2,instruction,float_dec
2,literal,X  +~+)
2,instruction,vector_float_rot
2,instruction,vector_string_replace
2,instruction,tagged_220
2,instruction,tagged_381
2,instruction,vector_string_nth
2,instruction,tagged_369
2,instruction,tag_float_628
2,literal,-3991
2,instruction,tagged_197
2,instruction,tag_float_120
2,instruction,vector_float_concat
2,literal,10
2,instruction,float_rot
2,instruction,vector_string_contains
2,instruction,tag_vector_integer_522
2,literal,}
2,literal, #ce~hk&o$\mie 2eg
2,instruction,tag_exec_45
2,literal,71
2,instruction,vector_float_take
2,instruction,tagged_175
2,instruction,tagged_946
2,instruction,tag_exec_998
1,instruction,tagged_545
1,literal, X 
1,instruction,tagged_243
1,instruction,tagged_856
1,instruction,tagged_598
1,instruction,tagged_530
1,literal,100
1,instruction,tagged_791
1,literal,-26
1,instruction,tag_string_680
1,literal,  DbMka'vA  eO fm
1,instruction,tag_char_95
1,instruction,tag_exec_258
1,instruction,tagged_433
1,instruction,tag_string_622
1,literal,63
